order_id,customer_id,merchant_id,order_amount,checkout_started_at,credit_decision_started_at,approved_for_installments,customer_credit_score,customer_age,customer_billing_zip,customer_shipping_zip,paid_installment_1,paid_installment_2,paid_installment_3,paid_installment_4
2F36A2,5DE85F,8D665E,32.00,2018-10-01 15:14:35.983,2018-10-01 15:14:36.250,TRUE,611,26,07647,30324,1,1,1,1
958FD2,DE8787,0ADC71,95.56,2018-09-25 21:22:10.627,2018-09-25 21:22:12.250,TRUE,534,29,94301,94301,1,1,1,1
379701,251358,E3FFE5,32.99,2018-09-25 15:29:52.583,2018-09-25 15:29:54.083,TRUE,666,32,11385,10038,1,1,1,1
3C5F7C,86CFF2,E3FFE5,90.97,2018-10-14 16:38:08.830,2018-10-14 16:38:09.173,TRUE,603,29,93245,93245,1,1,1,NULL
753BE8,C5D653,C37828,67.91,2018-10-07 20:26:19.983,2018-10-07 20:26:21.107,TRUE,512,28,35490,35226,1,1,1,1
89336B,A1821D,26ECA2,85.80,2018-10-07 00:19:48.947,2018-10-07 00:19:49.243,TRUE,611,22,96002,96002,1,1,1,1
700A1A,F5B633,32BC4E,145.00,2018-09-25 19:40:28.047,2018-09-25 19:40:29.577,TRUE,831,60,20852,20852,1,1,1,1
8B3749,38170B,8D665E,50.26,2018-09-08 19:40:59.943,2018-09-08 19:41:01.320,TRUE,608,30,91016,91016,1,1,1,1
17E2A8,FC51D7,E3FFE5,20.99,2018-10-12 15:12:02.370,2018-10-12 15:12:02.667,TRUE,558,33,78634,78634,1,1,1,1
F4782C,89CF5D,ED5D01,109.98,2018-10-11 19:02:11.853,2018-10-11 19:02:12.823,TRUE,611,59,63033-7213,63034,1,1,1,1
7EC1C0,5105AA,311C16,91.99,2018-10-02 20:32:41.433,2018-10-02 20:32:41.747,TRUE,610,36,96756,96756,1,1,1,1
D05860,B55932,6F498E,133.34,2018-09-09 18:41:01.053,2018-09-09 18:41:02.113,TRUE,611,20,91744,91744,1,1,1,1
A8F14D,77558F,26ECA2,35.66,2018-09-02 20:20:18.243,2018-09-02 20:20:19.307,TRUE,678,23,59715,59715,1,1,1,1
C4A7B0,C01C09,26ECA2,81.81,2018-10-10 17:13:20.450,2018-10-10 17:13:20.807,TRUE,617,31,90280,90280,1,1,1,1
4DB9FE,094EA9,6F498E,316.53,2018-10-08 09:04:35.940,2018-10-08 09:04:36.367,TRUE,567,25,92113,92113,1,1,1,1
A21B33,EC787F,C37828,63.01,2018-10-06 21:32:52.317,2018-10-06 21:32:52.630,TRUE,684,20,85392,85392,1,1,1,1
CE5DCE,4A4485,9C0B17,39.00,2018-10-02 02:03:01.550,2018-10-02 02:03:01.863,TRUE,753,36,90046,90046,1,1,1,1
F3451B,916120,C37828,75.92,2018-10-12 20:20:20.523,2018-10-12 20:20:20.837,TRUE,611,30,50315,50315,1,1,1,1
8E6F68,EC99A1,6F498E,69.07,2018-10-07 05:35:24.370,2018-10-07 05:35:24.667,TRUE,611,21,92392,92392,1,1,1,1
214BEE,237B30,6DA378,93.95,2018-09-09 23:49:28.007,2018-09-09 23:49:29.133,TRUE,605,39,11236,10016,1,1,1,1
C3227E,E84D8E,FDACE5,123.53,2018-09-02 03:08:00.047,2018-09-02 03:08:01.517,TRUE,655,50,10528,10528,1,1,1,1
8DF78D,32AB5A,6F498E,62.76,2018-10-11 03:34:05.317,2018-10-11 03:34:05.693,TRUE,666,25,92503,92503,1,1,1,1
DE4B58,26D293,9C0B17,54.40,2018-10-07 16:22:00.937,2018-10-07 16:22:01.390,TRUE,602,35,20706-2246,20706-2246,1,1,1,1
BEC1E2,B5D13A,C37828,47.81,2018-09-23 06:09:22.477,2018-09-23 06:09:27.170,TRUE,682,27,95350,95350,1,1,1,1
74F1D8,BCB909,CD982B,60.50,2018-09-13 16:22:29.330,2018-09-13 16:22:30.423,TRUE,636,48,31637,31637,1,1,1,1
7B02D2,B6CB8E,E3FFE5,48.48,2018-10-14 02:11:17.163,2018-10-14 02:11:17.540,TRUE,487,42,28390,28390,1,1,1,NULL
ECDA98,6B051E,6F498E,74.93,2018-10-04 19:06:57.260,2018-10-04 19:06:57.633,TRUE,692,19,32505,NULL,1,1,1,1
7AF64A,A97735,ED5D01,81.00,2018-09-18 20:40:22.633,2018-09-18 20:40:24.120,TRUE,789,66,21060,21060,1,1,1,1
55A73B,7FDD10,2BB3C5,162.94,2018-10-11 14:29:34.053,2018-10-11 14:29:34.650,TRUE,704,43,11566,11566,1,1,1,1
AA4EC3,CBD8D0,6A6BC6,135.21,2018-10-03 02:43:00.237,2018-10-03 02:43:00.657,TRUE,597,49,90804,90804,1,1,1,1
0096B1,3CFB7E,3B88C5,51.09,2018-10-06 04:18:04.117,2018-10-06 04:18:04.523,TRUE,526,42,34984,34984,1,1,1,1
93CF69,C0D82B,6B6FAC,128.47,2018-10-08 13:05:41.750,2018-10-08 13:05:42.487,TRUE,724,20,21076,10003,1,1,1,1
623223,2C49E9,E3FFE5,50.98,2018-10-05 15:51:26.540,2018-10-05 15:51:26.883,TRUE,531,44,95648,95648,1,1,1,1
42FC5D,9EFE51,ED5D01,204.97,2018-09-28 04:41:24.067,2018-09-28 04:41:24.393,TRUE,660,57,11412,11412,1,1,1,1
0AD459,E7A1CD,6F498E,64.83,2018-10-14 23:39:45.057,2018-10-14 23:39:45.477,TRUE,439,20,63033,63033,1,1,1,NULL
85CF11,D6FBB9,9C0B17,170.00,2018-10-13 01:03:05.827,2018-10-13 01:03:06.280,TRUE,512,40,44502-3122,44502-3122,1,1,1,1
4A199E,AECAC0,D92915,74.80,2018-10-04 16:07:44.000,2018-10-04 16:07:44.297,TRUE,611,41,30039,30039,1,1,1,1
9AFB3A,21075D,3CF686,45.67,2018-09-18 15:42:11.580,2018-09-18 15:42:13.000,TRUE,727,63,14872-9711,14872-9711,1,1,1,1
C5D364,A5063C,C37828,69.95,2018-10-01 13:06:32.957,2018-10-01 13:06:33.567,TRUE,557,45,30062,30062,1,1,1,1
452CDB,2671F8,6F498E,58.84,2018-09-14 23:36:32.330,2018-09-14 23:36:33.470,TRUE,686,23,76063,76063,1,1,1,1
C41E68,A2E325,03271F,234.00,2018-09-07 20:24:21.117,2018-09-07 20:24:22.430,TRUE,818,55,37912,37912,1,1,1,1
173FEA,00AE41,8B9AB8,106.98,2018-09-07 17:15:21.027,2018-09-07 17:15:22.543,TRUE,611,21,37235,37235,1,1,1,1
6C06D7,1E05B0,C37828,67.22,2018-10-02 01:39:43.497,2018-10-02 01:39:43.903,TRUE,698,26,92881,92881,1,1,1,1
0478A8,2666C3,C2A359,498.00,2018-09-26 02:12:05.247,2018-09-26 02:12:07.533,TRUE,557,46,38117,38117,1,1,1,1
293030,DBD208,0AF5A1,71.95,2018-09-07 00:30:05.353,2018-09-07 00:30:07.057,TRUE,684,23,10040,10040,1,1,1,1
13E71E,5C3F9B,0B3A54,155.00,2018-10-14 01:51:23.960,2018-10-14 01:51:24.303,TRUE,617,36,33444,33444,1,1,1,NULL
E3A3E6,C299B1,8D665E,112.12,2018-10-05 07:40:57.260,2018-10-05 07:40:57.603,TRUE,766,19,90222,90222,1,1,1,1
D3CA50,4E40B7,05BCA0,75.00,2018-09-29 13:10:41.937,2018-09-29 13:10:44.657,TRUE,783,74,33437,33437,1,1,1,1
CBD58E,96754C,E3FFE5,101.99,2018-08-31 21:52:09.370,2018-08-31 21:52:10.683,TRUE,689,43,78757,78757,1,1,1,1
12616E,6E5D10,3B88C5,45.99,2018-10-13 23:09:16.677,2018-10-13 23:09:17.130,TRUE,642,21,77090,77090,1,1,1,NULL
C4C26E,D64506,6B6FAC,59.00,2018-10-12 18:13:31.697,2018-10-12 18:13:32.057,TRUE,679,23,90063-2810,90063-2810,1,1,1,1
D5534A,3B4953,8D665E,148.75,2018-09-11 08:48:00.090,2018-09-11 08:48:01.277,TRUE,668,25,75063,75063,1,1,1,1
2226FE,D399E3,3CF686,44.91,2018-10-08 21:38:57.083,2018-10-08 21:38:57.490,TRUE,505,48,28110,28110,1,1,1,1
E9EB90,21DEC3,E3FFE5,15.00,2018-09-22 14:22:42.767,2018-09-22 14:22:44.250,TRUE,602,35,47421,47421,1,1,1,1
3C1365,1FE07C,8D665E,60.20,2018-09-19 02:44:49.717,2018-09-19 02:44:51.310,TRUE,665,20,08902,08902,1,1,1,1
B213E0,97D0AD,26ECA2,76.72,2018-09-05 06:31:33.767,2018-09-05 06:31:35.080,TRUE,698,26,98387,98387,1,1,1,1
A6DC62,7A4E47,D088A5,164.99,2018-08-29 06:54:01.060,2018-08-29 06:54:02.403,TRUE,611,40,91409,91409,1,1,1,1
A15AD9,96B981,26ECA2,116.08,2018-09-15 17:24:20.253,2018-09-15 17:24:22.177,TRUE,569,22,91311,91311,1,1,1,1
A89CEC,B600F8,6F498E,89.89,2018-09-02 15:41:12.837,2018-09-02 15:41:13.897,TRUE,669,21,02904,02904,1,1,1,1
F4AF3C,BC9527,05BCA0,75.00,2018-10-02 02:22:30.853,2018-10-02 02:22:31.087,TRUE,746,22,07642,07642,1,1,1,1
CAE0C8,3C716E,6B6FAC,57.65,2018-09-28 22:57:31.703,2018-09-28 22:57:32.033,TRUE,611,24,60614-9206,60614-9206,1,1,1,1
5D898F,B518D6,3B88C5,44.10,2018-09-15 23:16:56.273,2018-09-15 23:16:57.273,TRUE,663,26,33312,33021,1,1,1,1
B925CE,A1D3FD,6F498E,69.12,2018-09-04 20:12:27.800,2018-09-04 20:12:28.863,TRUE,657,26,95382,95382,1,1,1,1
A61CA2,99247F,B4645E,88.20,2018-09-02 02:56:09.823,2018-09-02 02:56:11.213,TRUE,706,54,60093,60093,1,1,1,1
5C2C3F,E62376,E3FFE5,40.79,2018-10-05 15:39:46.947,2018-10-05 15:39:47.337,TRUE,622,44,71105,71105,1,1,1,1
FD1229,37E813,8D665E,234.93,2018-09-30 17:25:19.820,2018-09-30 17:25:20.177,TRUE,646,46,93110,93110,1,1,1,1
88C400,8E414C,26ECA2,40.85,2018-09-28 08:01:20.960,2018-09-28 08:01:21.383,TRUE,570,25,91776,91776,1,1,1,1
1F5B75,CB26EF,26ECA2,32.83,2018-09-18 03:34:52.527,2018-09-18 03:34:53.980,TRUE,587,27,92804,92804,1,1,1,1
2C5D17,2B36F2,32BC4E,103.43,2018-09-10 15:18:10.943,2018-09-10 15:18:13.350,TRUE,629,29,10003,10017,1,1,1,1
1DC0FB,5C020C,F72922,156.00,2018-10-12 06:58:52.567,2018-10-12 06:58:52.987,TRUE,611,27,48108,48108,1,1,1,1
4E92A4,AAE0D4,3B88C5,40.00,2018-09-14 16:33:28.137,2018-09-14 16:33:30.420,TRUE,651,35,96716,96716,1,1,1,1
03A9C9,1D42AF,0B3A54,103.25,2018-10-11 20:17:43.547,2018-10-11 20:17:43.937,TRUE,541,32,29210,29210,1,1,1,1
55054B,768190,E3FFE5,279.42,2018-09-09 18:34:10.953,2018-09-09 18:34:12.123,TRUE,536,24,49014,49014,1,1,1,1
EA47ED,8E4982,3CF686,55.15,2018-09-07 13:14:37.697,2018-09-07 13:14:39.010,TRUE,514,48,28677,28677,1,1,1,1
A50480,C57593,24FBAF,37.80,2018-10-11 19:16:47.557,2018-10-11 19:16:48.307,TRUE,620,30,75189,75189,1,1,1,1
5C4AFE,565C29,3B88C5,55.50,2018-10-07 19:42:06.263,2018-10-07 19:42:06.560,TRUE,615,23,92780,92780,1,1,1,1
B7FE09,CF604C,8D665E,49.00,2018-09-20 14:21:48.293,2018-09-20 14:21:49.873,TRUE,650,26,33716,33716,1,1,1,1
83B646,ECB94F,6F498E,67.32,2018-09-25 20:03:37.667,2018-09-25 20:03:39.277,TRUE,524,22,38018,38018,1,1,1,1
36AEC6,DA2ED5,362777,152.20,2018-08-31 18:52:51.000,2018-08-31 18:52:52.173,TRUE,716,42,11209,11209,1,1,1,1
EDC8F4,507535,6DA378,284.95,2018-09-13 20:11:37.623,2018-09-13 20:11:39.250,TRUE,644,61,10533,10533,1,1,1,1
23D5F8,947B1B,0ADC71,73.00,2018-10-14 22:37:57.427,2018-10-14 22:37:57.787,TRUE,503,28,28358,28358,1,1,1,NULL
F3EC0B,DCAC36,6F498E,175.97,2018-09-06 18:04:01.270,2018-09-06 18:04:03.587,TRUE,541,27,91762,91762,1,1,1,1
BAE84B,1E5E10,C37828,67.22,2018-10-12 17:00:29.450,2018-10-12 17:00:29.887,TRUE,545,26,92507,92504,1,1,1,NULL
F5100C,DD00EC,8D665E,88.00,2018-10-04 17:24:08.913,2018-10-04 17:24:09.240,TRUE,714,20,77083,77083,1,0,0,0
6A232F,456217,C37828,75.02,2018-09-27 01:53:19.230,2018-09-27 01:53:20.040,TRUE,628,22,95828,90301,1,1,0,0
EA6F51,29D376,8D665E,203.84,2018-09-25 05:27:18.687,2018-09-25 05:27:20.610,TRUE,662,36,90068,90068,1,1,1,1
5CC298,4F3BF7,9C0B17,65.33,2018-09-25 01:42:29.843,2018-09-25 01:42:31.390,TRUE,611,32,10462,10462,1,1,0,0
E7FE1A,DB0EE0,B4645E,149.60,2018-09-08 15:37:35.087,2018-09-08 15:37:36.773,TRUE,688,55,89141,89141,1,1,1,1
DB2F33,209F96,6F498E,146.08,2018-10-04 21:31:49.620,2018-10-04 21:31:49.917,TRUE,611,28,14228,14228,1,1,1,1
D7427F,E2FF2B,48D2B9,520.74,2018-09-04 00:02:45.157,2018-09-04 00:02:46.330,TRUE,670,66,93013-3004,93013-3004,1,1,1,1
DEDDF8,7B5AF4,7302D5,226.90,2018-10-02 19:16:52.480,2018-10-02 19:16:52.857,TRUE,708,36,98036,98036,1,1,1,1
CC6B71,6D809A,C37828,62.90,2018-09-27 15:08:58.503,2018-09-27 15:08:58.783,TRUE,527,30,48237,48237,1,1,1,1
63D6D5,E6C206,C37828,71.92,2018-09-29 06:18:09.660,2018-09-29 06:18:10.020,TRUE,603,39,21117-5133,21117-5133,1,1,1,1
682FB2,AD19ED,6B6FAC,64.16,2018-09-14 23:17:26.090,2018-09-14 23:17:27.230,TRUE,770,26,14216-2315,14216-2315,1,1,1,1
C03F7E,0FC4C4,48D2B9,361.25,2018-10-03 23:46:09.920,2018-10-03 23:46:10.233,TRUE,741,50,92679,85750,1,1,1,1
C37195,ECDC31,6F498E,120.26,2018-10-05 21:46:41.907,2018-10-05 21:46:42.297,TRUE,573,42,97055,97055,1,1,1,1
229394,CDF145,8D665E,52.50,2018-09-22 13:34:25.080,2018-09-22 13:34:26.673,TRUE,738,19,33543,33543,1,1,1,1
763C72,B4CC17,6EA30D,77.95,2018-09-21 22:46:49.230,2018-09-21 22:46:52.370,TRUE,563,42,98226,98226,1,1,1,1
128304,C3F9B6,8D665E,131.38,2018-09-16 04:04:51.703,2018-09-16 04:04:52.813,TRUE,778,23,94122,94122,1,1,1,1
B0238D,EA1104,6F498E,64.78,2018-08-30 19:47:05.030,2018-08-30 19:47:06.157,TRUE,598,47,14120,14120,1,1,1,1
B85639,3129E1,C37828,63.01,2018-09-27 20:39:26.050,2018-09-27 20:39:26.347,TRUE,554,39,32819,32819,1,1,0,1
7E9AF7,F09C0F,8D665E,201.33,2018-09-20 17:42:06.323,2018-09-20 17:42:07.950,TRUE,611,24,90291,90291,1,1,1,1
FAE7F4,99E4B0,C37828,69.95,2018-08-30 14:57:26.213,2018-08-30 14:57:27.463,TRUE,590,29,33351,33316,1,1,1,1
776DBF,3BC672,781325,127.63,2018-10-14 07:07:48.763,2018-10-14 07:07:49.153,TRUE,802,34,90230,90230,1,1,1,NULL
1A78A4,C8ADE4,ED5D01,89.98,2018-10-08 01:18:42.403,2018-10-08 01:18:42.687,TRUE,591,59,06798,06798,1,1,1,1
69F2EB,851A6D,8D665E,64.00,2018-10-01 14:49:22.163,2018-10-01 14:49:22.523,TRUE,484,40,22901,22947-3015,1,1,1,1
6A5DF7,D93B5C,8B9AB8,347.00,2018-10-10 16:31:02.543,2018-10-10 16:31:02.807,TRUE,729,24,78702,78702,1,1,1,1
A8FCD2,188C67,42FC42,778.40,2018-09-26 00:40:32.393,2018-09-26 00:40:35.267,TRUE,766,24,28540,28540,1,1,1,1
F873EF,DD29E7,8C3526,48.00,2018-10-11 11:12:10.930,2018-10-11 11:12:11.463,TRUE,668,50,92234,92234,1,1,1,1
33B4B4,A6B89D,24FBAF,46.00,2018-10-08 10:51:40.400,2018-10-08 10:51:40.680,TRUE,471,30,70653-5918,70653-5918,1,1,1,1
E89807,26ACA3,B4645E,58.00,2018-10-06 00:39:00.953,2018-10-06 00:39:01.343,TRUE,819,69,55127,55127,1,1,1,1
F7DB2F,F00202,8D665E,114.00,2018-10-04 14:32:49.660,2018-10-04 14:32:49.973,TRUE,555,40,21001,21001,1,1,1,1
11C30B,0E97EF,0ADC71,97.00,2018-10-04 05:02:33.960,2018-10-04 05:02:34.320,TRUE,611,44,30238,30349,1,1,1,1
3C59D9,6BF103,0ADC71,97.45,2018-09-30 02:38:30.880,2018-09-30 02:38:31.160,TRUE,769,29,91006,91006,1,1,1,1
5B2B3A,62D328,6F498E,59.51,2018-09-01 01:52:02.860,2018-09-01 01:52:30.640,TRUE,611,22,94018,94019,1,1,1,1
D0D8D4,5A608D,0AF5A1,38.99,2018-10-03 03:20:25.900,2018-10-03 03:20:26.273,TRUE,611,22,45219,45219,1,1,1,1
4963D9,AB9EEE,D92915,85.19,2018-09-26 21:05:26.617,2018-09-26 21:05:28.350,TRUE,556,32,33403,33403,1,1,1,1
BF2CFA,728C87,E3FFE5,75.97,2018-09-25 15:40:06.207,2018-09-25 15:40:07.707,TRUE,548,31,81328,81328,1,1,1,1
E62664,1F2937,B8CF53,199.00,2018-09-15 20:31:29.543,2018-09-15 20:31:30.577,TRUE,701,49,19027-2644,19027-2644,1,1,1,1
C46711,D63286,3B88C5,48.49,2018-09-10 18:36:40.697,2018-09-10 18:36:41.793,TRUE,611,23,15142,15221,1,1,1,1
103547,3CF0A8,8D665E,32.00,2018-09-04 02:33:38.627,2018-09-04 02:33:40.380,TRUE,611,33,48030,48030,1,1,1,1
B9107E,F85021,9C0B17,60.00,2018-09-01 23:13:02.223,2018-09-01 23:13:04.083,TRUE,596,26,48239,48239,1,1,1,0
4F3D70,E2FC7F,C37828,63.01,2018-09-27 14:08:05.973,2018-09-27 14:08:06.333,TRUE,724,24,02563,02563,1,1,1,1
813D12,2F5B2C,C37828,75.02,2018-09-15 03:15:23.673,2018-09-15 03:15:24.987,TRUE,626,50,90240,90240,1,1,1,1
8354D6,93D0B4,3F89E5,81.60,2018-10-14 21:44:15.673,2018-10-14 21:44:16.000,TRUE,761,21,35007,35007,1,1,1,NULL
02549E,0FBC11,6F498E,68.90,2018-10-10 19:53:29.270,2018-10-10 19:53:29.803,TRUE,611,20,77414,77414,1,1,1,1
380D52,7DEDA3,B4645E,60.00,2018-09-15 01:56:10.277,2018-09-15 01:56:11.510,TRUE,525,44,32771,32771,1,1,1,1
180AC3,8AE280,C37828,12.90,2018-09-13 18:43:06.070,2018-09-13 18:43:07.503,TRUE,468,29,46807,46807,1,1,1,1
4E0F74,CA0726,8D665E,72.93,2018-09-11 03:35:05.000,2018-09-11 03:35:06.187,TRUE,652,27,95122,95122,1,1,1,1
8A8FF5,1B492A,8D665E,147.20,2018-10-07 02:07:34.857,2018-10-07 02:07:35.293,TRUE,485,24,11213,11213,1,1,1,1
BF113A,5E1A25,9C0B17,86.00,2018-09-22 13:23:25.013,2018-09-22 13:23:26.483,TRUE,688,49,08360,08360,1,1,1,1
1BB1C7,75021C,ED5D01,89.97,2018-09-21 15:04:11.103,2018-09-21 15:04:15.950,TRUE,655,25,07107,11237,1,1,1,1
DD2E37,2B0A05,DF4F22,349.99,2018-09-05 03:31:08.993,2018-09-05 03:31:10.260,TRUE,824,45,94536,94536,1,1,1,1
3C3446,D3DB93,C37828,72.48,2018-08-30 18:59:20.393,2018-08-30 18:59:21.627,TRUE,507,27,94523,94523,1,1,1,1
4CC263,34F100,0B3A54,155.00,2018-10-14 18:56:51.700,2018-10-14 18:56:52.027,TRUE,511,47,32211,32211,1,1,1,NULL
C8A50C,D43526,3B88C5,26.20,2018-10-04 03:45:30.430,2018-10-04 03:45:30.760,TRUE,613,21,75224,75224,1,1,1,1
89CBF4,A03DFD,26ECA2,48.46,2018-09-01 19:28:25.810,2018-09-01 19:28:26.890,TRUE,611,26,11206,11206,1,1,1,1
12C878,73A317,ED5D01,112.98,2018-10-12 14:17:15.710,2018-10-12 14:17:16.180,TRUE,642,40,60639,60639,1,1,1,1
7476E9,C21C2E,0ADC71,89.80,2018-09-26 04:45:01.020,2018-09-26 04:45:02.507,TRUE,675,38,91342,91342,1,1,1,1
8E3512,4BD6BE,E3FFE5,95.97,2018-09-21 13:52:28.623,2018-09-21 13:52:36.043,TRUE,578,29,19073,19073,1,1,1,1
E31AD2,4B0095,6F498E,141.32,2018-09-04 17:45:20.103,2018-09-04 17:45:21.400,TRUE,573,19,91340,91340,1,1,1,1
D62DA5,E4AFFF,05BCA0,125.00,2018-10-13 11:41:36.247,2018-10-13 11:41:36.653,TRUE,636,51,30094,30094,1,1,1,NULL
D4E54F,0B3654,05BCA0,300.00,2018-09-27 08:34:37.287,2018-09-27 08:34:37.690,TRUE,734,30,98405,98405,1,1,1,1
89BD78,E7C8EE,C37828,76.96,2018-09-23 14:47:27.107,2018-09-23 14:47:28.623,TRUE,546,26,23114,23114,1,1,1,1
5D1B08,667D54,8B9AB8,239.98,2018-10-07 16:32:27.637,2018-10-07 16:32:27.997,TRUE,611,19,01810,01810,1,1,1,1
6EBCC3,6BA9D5,8D665E,94.00,2018-10-06 17:52:50.790,2018-10-06 17:52:51.087,TRUE,678,36,60647,60647,1,1,1,1
D43926,ACC9A2,DE18FA,915.00,2018-09-08 05:08:33.413,2018-09-08 05:08:34.710,TRUE,598,39,77494,77494,1,1,1,1
BDAAA5,289DE0,6F498E,64.83,2018-10-08 01:09:27.157,2018-10-08 01:09:27.627,TRUE,611,25,98026,98026,1,1,1,1
699A13,215AFA,C37828,69.95,2018-10-03 00:12:43.287,2018-10-03 00:12:43.630,TRUE,512,30,29445,29445,1,1,1,1
B3D90F,B93646,C37828,60.91,2018-09-21 18:10:07.620,2018-09-21 18:10:09.370,TRUE,553,24,80211,80211,1,1,1,1
B709BC,2F488F,B8CF53,453.44,2018-09-27 22:16:28.550,2018-09-27 22:16:28.940,TRUE,611,47,94544,94544,1,1,1,1
C01E3C,FE01E1,C37828,92.95,2018-10-12 23:41:04.740,2018-10-12 23:41:05.147,TRUE,611,26,76028,76028,1,1,1,1
7B57FE,50BC2D,8D665E,525.00,2018-09-10 19:40:52.030,2018-09-10 19:40:53.157,TRUE,730,38,90042,90042,1,1,1,1
582F34,D553F7,C37828,69.95,2018-10-10 03:30:06.247,2018-10-10 03:30:06.717,TRUE,746,50,28216,28216,1,1,1,1
8416AC,4F8AC3,DE18FA,795.00,2018-09-28 21:49:10.883,2018-09-28 21:49:11.243,TRUE,552,45,32795-0447,32795-7519,1,1,1,1
B2075F,427297,E3FFE5,55.97,2018-09-18 21:06:32.213,2018-09-18 21:06:35.180,TRUE,659,30,79424,79424,1,1,1,1
C1A117,390B4C,C37828,108.02,2018-10-12 02:22:51.857,2018-10-12 02:22:52.340,TRUE,626,22,92627,92627,1,1,1,0
EC3E8F,D82FC3,8B9AB8,221.00,2018-10-06 22:33:25.743,2018-10-06 22:33:26.057,TRUE,640,27,85383,85383,1,1,1,1
762348,2C44CB,9C0B17,41.00,2018-10-02 15:00:32.013,2018-10-02 15:00:32.530,TRUE,488,47,33936,33936,1,1,1,1
1B1E0A,73EA16,E3FFE5,77.45,2018-09-21 17:44:52.350,2018-09-21 17:44:53.897,TRUE,634,35,46143,46143,1,1,1,1
03BCB8,C6A08B,55E809,76.00,2018-09-02 20:25:57.157,2018-09-02 20:25:58.703,TRUE,696,51,19123,19123,1,1,1,1
F2D7E5,334165,03271F,225.00,2018-09-23 21:51:45.503,2018-09-23 21:51:46.990,TRUE,611,36,33511,33511,1,1,1,1
515ED7,01C682,B4645E,190.99,2018-08-29 11:11:58.720,2018-08-29 11:12:00.237,TRUE,554,54,20904,20904,1,1,1,1
EA22BF,112825,6881F9,298.50,2018-09-11 02:21:24.023,2018-09-11 02:21:25.570,TRUE,627,26,98607,98607,1,1,1,1
CDEBE8,B06C63,886521,679.34,2018-10-13 20:35:48.630,2018-10-13 20:35:51.317,TRUE,546,26,90650,90650,1,1,1,NULL
2FD998,BFD030,3B88C5,64.00,2018-10-06 07:07:24.487,2018-10-06 07:07:24.800,TRUE,611,18,94541,94541,1,1,1,1
54D09C,8E5B08,E3FFE5,45.98,2018-09-28 12:05:22.787,2018-09-28 12:05:23.287,TRUE,588,50,86502,86502,1,1,1,1
4807BC,3D40C6,8B9AB8,532.00,2018-09-23 09:20:22.353,2018-09-23 09:20:23.980,TRUE,649,19,96708,96708,1,1,1,1
242E3F,731C2D,E3FFE5,152.96,2018-09-22 18:55:03.110,2018-09-22 18:55:05.407,TRUE,554,28,43402,43402,1,1,1,1
67ECDE,507C51,6EA30D,116.95,2018-09-22 00:50:21.120,2018-09-22 00:50:22.790,TRUE,556,23,77535-1845,77535-1845,1,1,1,1
A4A5B7,22CC52,CD982B,121.19,2018-09-08 08:53:49.527,2018-09-08 08:53:50.707,TRUE,571,57,92211-3210,92211-3210,1,1,1,1
F7D270,4D8F21,26ECA2,29.16,2018-09-09 04:53:53.760,2018-09-09 04:53:55.087,TRUE,649,23,85338,85338,1,1,1,1
1045F0,271AE4,6EA30D,127.45,2018-10-14 05:33:38.547,2018-10-14 05:33:38.920,TRUE,578,28,77375,77375,1,1,1,NULL
B50CA5,CB9D18,0AF5A1,40.50,2018-09-27 16:23:27.780,2018-09-27 16:23:28.247,TRUE,561,23,75043,75043,1,1,1,1
EAF791,FC99F3,6F498E,104.93,2018-08-29 02:55:29.140,2018-08-29 02:55:32.517,TRUE,611,20,85719,85719,NULL,1,1,1
E3AED4,F541ED,6F498E,79.80,2018-10-13 14:53:40.133,2018-10-13 14:53:40.620,TRUE,533,43,80224-3864,80224-3864,1,1,1,NULL
BFF1B1,ECB567,C37828,44.90,2018-10-05 18:02:09.013,2018-10-05 18:02:09.590,TRUE,518,25,58854,58854,1,1,1,1
6C3FDA,6357CD,C37828,74.58,2018-10-03 15:56:55.760,2018-10-03 15:56:56.120,TRUE,611,28,07087,07087,1,0,0,0
FD146D,0C7A5F,9C0B17,146.00,2018-09-22 13:32:54.520,2018-09-22 13:32:56.253,TRUE,611,51,45424,45424,1,1,1,1
65E0DD,475A32,0AF5A1,95.00,2018-09-11 05:05:47.257,2018-09-11 05:05:48.270,TRUE,611,19,49507,49507,1,1,1,1
77EDC4,5D9671,6B6FAC,59.00,2018-10-08 23:00:09.490,2018-10-08 23:00:09.833,TRUE,611,22,21784,21202,1,1,1,1
EAB0A4,FA8FB9,6881F9,106.00,2018-09-21 12:44:35.917,2018-09-21 12:44:37.443,TRUE,759,33,44618,44618,1,1,1,1
5A8426,8B2380,C37828,69.95,2018-09-19 02:12:42.743,2018-09-19 02:12:44.273,TRUE,545,35,78665,78664,1,1,1,1
3781BC,D069F5,6F498E,69.12,2018-09-05 01:25:25.577,2018-09-05 01:25:26.827,TRUE,611,18,92543,92543,1,1,1,1
9CC5DD,E0ABCE,8D665E,56.10,2018-09-13 19:46:17.243,2018-09-13 19:46:18.400,TRUE,692,31,85254,85254,1,1,1,1
CF5618,5302ED,6F498E,64.77,2018-09-08 13:35:06.450,2018-09-08 13:35:07.577,TRUE,513,21,98030,98106,1,1,1,0
64744E,AB4A07,B4645E,96.17,2018-09-23 07:52:04.310,2018-09-23 07:52:06.073,TRUE,756,31,92646,92646,1,1,1,1
